Row	TCGA_AO_A12F_01	TCGA_B6_A0I6_01	TCGA_A8_A07O_01	TCGA_C8_A12K_01	TCGA_BH_A0DL_01	TCGA_AN_A0AR_01	TCGA_AO_A129_01	TCGA_A8_A07C_01	TCGA_A2_A0YM_01	TCGA_BH_A0HL_01	TCGA_AO_A0J6_01	TCGA_AR_A0TU_01	TCGA_A2_A0SX_01	TCGA_AN_A0FL_01	TCGA_A2_A0D2_01	TCGA_B6_A0RT_01	TCGA_BH_A18Q_01	TCGA_B6_A0IQ_01	TCGA_A2_A0YJ_01	TCGA_A2_A04P_01	TCGA_BH_A0BL_01	TCGA_A8_A08R_01	TCGA_A7_A13D_01	TCGA_AR_A0TS_01	TCGA_E2_A14Y_01	TCGA_BH_A18V_01	TCGA_E2_A158_01	TCGA_E2_A150_01	TCGA_AN_A0AL_01	TCGA_AO_A0J4_01	TCGA_A2_A0T2_01	TCGA_AR_A1AY_01	TCGA_AO_A128_01	TCGA_D8_A143_01	TCGA_A2_A04U_01	TCGA_D8_A147_01	TCGA_C8_A131_01	TCGA_BH_A0WA_01	TCGA_AR_A1AI_01	TCGA_BH_A0RX_01	TCGA_AO_A124_01	TCGA_A2_A0CM_01	TCGA_BH_A0E6_01	TCGA_AR_A1AR_01	TCGA_BH_A0B3_01	TCGA_E2_A14N_01	TCGA_BH_A0HN_01	TCGA_BH_A0BG_01	TCGA_B6_A0I2_01	TCGA_AR_A1AQ_01	TCGA_AN_A0XU_01	TCGA_E2_A14R_01	TCGA_A8_A07U_01	TCGA_BH_A18K_01	TCGA_AO_A0JL_01	TCGA_A2_A04T_01	TCGA_B6_A0RU_01	TCGA_A2_A0T0_01	TCGA_BH_A0BW_01	TCGA_A2_A0YE_01	TCGA_B6_A0X1_01	TCGA_B6_A0WX_01	TCGA_A2_A0ST_01	TCGA_E2_A159_01	TCGA_AQ_A04J_01	TCGA_AR_A1AJ_01	TCGA_A8_A08H_01	TCGA_A7_A0DA_01	TCGA_D8_A142_01	TCGA_AN_A04D_01	TCGA_E2_A1B5_01	TCGA_A1_A0SK_01	TCGA_BH_A18G_01	TCGA_B6_A0RE_01	TCGA_BH_A0AV_01	TCGA_C8_A12V_01	TCGA_A7_A13E_01	TCGA_A2_A0D0_01	TCGA_AN_A0G0_01	TCGA_AN_A0FX_01	TCGA_A8_A07R_01	TCGA_BH_A1F0_01	TCGA_BH_A0B9_01	TCGA_AN_A0FJ_01	TCGA_A2_A04Q_01	TCGA_C8_A134_01	TCGA_E2_A14X_01	TCGA_AR_A0U0_01	TCGA_A1_A0SO_01	TCGA_A7_A0CE_01	TCGA_AN_A0AT_01	TCGA_AR_A0U4_01	TCGA_B6_A0IJ_01	TCGA_AR_A0TP_01	TCGA_E2_A1AZ_01	TCGA_BH_A0E0_01	TCGA_AR_A1AH_01
SLC30A2|7780	32.3267	39.563	4.1866	1.5423	1.5442	22.3605	30.888	18.617	7.0679	0.6004	2.2978	35.6863	3.2113	215.5689	1.8481	9.2195	7.6247	0.5999	7.7299	9.3361	20.6691	48.0416	3.6559	15.3897	0.5294	1.9886	3.77	472.2784	9.2593	48.6903	124.387	1.8371	1.0855	74.9018	17.1451	19.1194	0.4812	22.2352	0.6807	9.079	27.4855	1.3846	4.2056	6.1789	55.2836	0.4467	0	1.2571	0	2.5826	25.4997	5.5027	6.7987	63.0367	9.7812	13.9094	20.5798	20.6418	6.2638	1.2674	9.2404	43.9907	2.5666	248.5936	6.9819	0.7735	41.43	15.0602	49.1368	168.1543	2.5608	23.3218	0.625	2.7009	4.7011	17.4371	1.7081	12.3558	0.5862	15.63	27.3109	42.3701	2.0152	0	0.7713	12.2829	3.495	12.5245	6.2181	1.356	34.3038	0.687	0.2803	7.2411	2.2506	283.3638	82.1673
SLC30A3|7781	7.8265	4.1403	0.299	1.5423	4.3237	9.377	1.9305	0.7979	0.589	1.2008	0.5106	3.1304	13.4875	1.8425	1.4785	15.8957	0.4236	3.8993	0.4068	33.195	4.5594	2.448	1.2186	8.186	0	3.3143	106.2463	2.0235	0.8052	0.7648	0.8917	1.1022	4.0706	29.885	10.9105	4.696	2.4062	3.0787	10.211	2.867	10.8797	4.1537	45.7944	4.9432	4.607	4.914	3.9158	0.6285	1.8038	11.8802	2.0675	1.8342	0.3999	4.2497	6.1132	3.4774	7.4513	8.1912	4.0531	27.2497	1.0871	14.79	8.983	5.0004	4.443	6.1882	2.6729	0.3347	0.7968	4.8949	1.2804	19.855	3.75	1.5434	3.358	7.2993	0.8541	4.1186	0.5862	11.8022	3.6014	2.3658	3.3587	10.2041	8.0987	8.8945	2.4964	3.1311	17.573	2.3731	7.2067	1.7176	5.6058	6.8791	3.7509	4.2657	7.0429
SLC30A4|7782	52.7435	57.9643	101.6746	35.7804	103.7678	15.8687	32.8185	146.2766	96.5953	164.215	46.9777	20.3475	123.6352	21.1884	17.372	89.334	79.2121	8.9983	79.7396	37.3444	128.2698	76.4994	98.3041	126.0642	60.3494	295.6334	131.6083	59.8948	82.1256	115.2253	43.2457	63.562	57.5305	60.5267	19.7428	191.1937	36.5736	55.759	90.5378	32.971	60.4109	85.3813	30.3738	125.8033	58.7388	27.2504	20.558	96.4817	11.274	46.4876	131.9779	27.972	169.1685	64.0992	15.2831	53.5512	80.5449	41.9389	173.913	209.4423	150.5639	60.6768	160.4107	121.4394	103.1419	107.134	122.5081	110.4418	113.413	33.1126	19.6329	58.9348	35.625	44.3716	127.2666	91.2409	55.087	2.883	94.9659	112.9187	96.9388	164.7489	56.8742	165.066	14.2692	86.4041	125.8191	106.8493	83.8095	114.925	49.2937	70.7661	35.0361	76.0319	144.7862	57.2821	78.4782
SLC30A5|64924	672.0544	1288.0966	1174.6411	1102.0975	1372.1433	661.0765	714.6718	1733.5106	868.7688	744.221	731.7291	749.7261	785.806	775.6794	1048.6047	1379.113	1550.3548	464.9143	882.0179	872.4066	915.2143	883.4149	770.9962	978.7164	976.7073	1337.3105	1210.1791	1091.8656	1063.6071	1086.7376	1152.0285	1163.5896	1375.3053	546.2533	1327.4451	1423.5544	662.1752	822.7025	471.4091	1031.1791	952.8309	876.8894	486.4486	1383.3416	636.9133	602.635	775.3304	1055.0134	772.4915	1005.6818	1216.7471	1172.9909	716.2668	1929.7034	646.17	1161.7839	1477.8399	879.406	1200.8106	1000.6337	1301.2638	726.2254	1049.2995	845.7898	1133.6084	860.5527	1182.3143	901.2718	804.2497	797.0055	2262.9108	949.2594	1176.875	1480.081	1352.2498	856.0422	1141.454	467.4629	1429.4717	886.4434	795.9184	987.2029	1123.8245	843.9376	888.9317	827.4036	1512.0764	548.3366	817.2783	1593.6944	904.2952	968.3957	846.7522	1242.2158	1175.5439	858.6228	1317.6958
SLC30A6|55676	293.322	215.2961	558.3134	224.5527	428.9685	257.8667	228.9575	2288.8298	460.5947	367.4572	509.6062	200.6574	452.7938	227.0843	200.7023	324.5907	263.052	245.9547	877.9496	229.2531	324.9299	632.8029	380.6235	461.0347	265.7491	726.8208	614.8573	450.8296	294.686	657.7019	363.7985	706.5307	339.213	537.9308	164.1772	873.4533	300.2887	668.4244	699.7958	262.8121	562.3076	347.0636	282.7103	886.3075	442.2689	347.1071	115.0269	293.5307	267.8692	393.0785	470.7099	182.9646	481.9104	299.6016	189.5106	385.6385	457.7223	367.6206	971.9971	524.398	676.7224	332.2054	348.1981	425.3951	503.6496	432.4036	349.7049	495.3146	300.3984	267.4921	189.5006	450.9928	138.75	439.0856	573.5393	538.5239	915.9816	257.4135	447.2778	470.8134	399.7599	501.1292	531.5719	633.2533	256.074	738.0347	278.1002	524.0705	882.4335	512.2468	445.3733	501.2023	295.4243	419.2614	546.8867	395.4906	518.8281
SLC30A7|148867	817.014	764.1173	1716.2081	1201.1104	1219.2712	595.4377	769.112	1213.0319	717.3969	667.9676	1041.68	1064.9554	1016.6988	1027.637	855.6644	1082.8167	769.6707	730.0655	790.0732	978.2158	925.8528	916.7687	896.1105	1229.2076	471.6781	571.3812	1367.1493	1445.1639	980.2738	1057.9313	1434.6857	1111.0499	1372.863	710.0536	587.6088	1160.5792	757.9403	1195.9118	1360.1089	930.8326	711.4738	1476.4048	1044.8598	2008.1562	785.4881	1439.8018	565.8346	839.7366	1290.1917	1153.4091	1084.4245	704.8034	943.4245	947.3218	789.8312	955.2291	1066.9543	539.6355	1521.3707	689.7972	828.917	1188.1274	1079.6706	1389.7669	1008.5687	1061.2839	963.1362	991.6332	790.1726	585.3729	1402.9023	345.7296	848.75	716.8901	1307.9248	1609.4891	711.4338	598.4349	1265.0399	702.0734	652.7611	1435.8533	564.7112	936.3745	1042.4219	882.6768	1037.7582	1083.3659	1101.1493	802.1019	700.7783	1508.0728	828.2531	644.8226	1213.8035	672.1511	1976.7114
SLC30A8|169026	0	7.8206	1.1962	1.2338	0	0	1.5444	0	0.2945	105.0736	0.2553	0	2.2479	0	0.3696	3.815	3.8123	0.8998	0	1.0373	0.304	5.202	1.2186	1.3098	0	3.3143	3.0846	3.2376	2.0129	1.0197	4.4583	2.2045	1.0855	0.7566	0	0	0.4812	0.6842	0	0.4778	2.2905	0	0	1.2358	0	0.4467	1.4684	2.1999	1.3529	0	1.0338	0	1.1998	838.247	6.7246	6.2592	4.6127	0	16.9492	0	0	1.5169	1.2833	1.0715	0.6347	0.3868	5.7913	0.3347	1.8592	0	20398.6342	0.3152	0	0	4.7011	0	0.427	0.4119	0.2931	2001.5949	2.7011	3.6563	0.8957	7.8031	0.3857	0.2118	66.9038	1.9569	0.2704	1.356	0.2883	0.687	0.8409	1.8103	0	4.2657	0
SLC30A9|10463	1593.8749	2230.2473	1035.5861	2034.2381	1542.3101	1778.7395	1542.471	2469.1489	1644.7707	2362.3536	893.598	2425.7317	1095.6969	1449.5624	1156.533	913.0504	1595.6793	1296.0612	1069.5688	692.9461	1472.3673	1268.6659	1010.6631	1305.1735	1408.1525	1412.5445	1730.443	1502.6305	1617.1498	1546.1092	860.4547	1485.4414	1255.0882	1415.9459	623.9771	1473.8685	1182.8681	1459.9976	827.0933	829.0527	967.1462	912.4264	618.6916	1642.1157	1098.7619	1558.6313	935.8786	1154.6379	1207.6663	1247.4174	1379.0489	594.291	1339.3509	1406.286	366.7947	1718.5082	1587.8352	1307.969	2191.9676	1826.3625	1505.0958	1065.6362	870.9229	1128.315	1323.3894	1128.5811	1471.4333	796.1847	1159.0969	747.4806	1286.8118	2468.0113	1174.375	1411.4016	2177.9718	869.0187	1125.6539	901.1532	2171.0266	1169.378	1370.9484	989.3537	2339.0058	1426.7707	1256.4597	2149.0894	1614.6789	1946.3796	3364.2775	1732.3502	2173.8253	2138.4404	1110.7841	1967.4149	1204.051	1224.2535	1884.8182
SLC31A1|1317	927.9456	1068.6601	1818.1818	2283.7754	5880.1729	2906.1401	1087.2587	2252.3936	1107.9011	1004.8034	2096.3809	2257.6303	1150.289	4902.3491	3686.1948	1676.3631	896.3253	2268.482	2075.6713	1085.5809	1496.3799	3477.9682	1668.7316	1209.2338	2675.4897	3472.6986	1534.7442	1611.4933	2543.0757	1750.0478	2174.7659	1102.9668	2897.1506	1939.1234	1995.0643	1527.2015	1718.9605	2214.6261	1972.0899	1475.0926	2082.886	1131.1873	906.5421	2918.1908	1676.5525	1389.3217	884.4836	799.5097	1727.1702	1346.5909	1322.8808	1062.4785	2002.8275	1130.4117	651.6719	2637.2251	1966.0771	1655.2755	1727.7082	1434.7275	1617.6111	886.6396	1301.679	2671.6671	1353.5386	2304.3475	1912.0169	1196.1178	1660.2922	955.0821	1324.3705	1492.5938	1166.875	1519.8225	1890.8664	1448.4996	1203.8006	664.7446	2235.2165	1092.185	2098.4394	1984.5145	1375.056	850.5402	1409.9499	2369.5468	1050.7396	1900.1957	1750.2678	1658.7846	3430.6717	1899.6908	1586.7143	1148.8052	1615.1538	2170.0183	1894.5441
SLC31A2|1318	364.1004	206.5555	358.2536	654.2258	1134.9599	728.158	451.7375	250	310.4008	181.3269	455.9903	604.1634	639.0495	5744.3574	353.7239	481.3225	232.9768	254.6531	282.3434	386.9295	555.6332	559.6695	344.8766	217.0923	360.5082	462.0101	282.0667	318.0898	428.744	304.1234	635.7557	148.0665	1154.6811	158.1259	449.9286	286.1197	432.6275	231.2461	416.2696	746.8642	109.0831	540.9023	192.5234	699.2091	367.4057	245.2532	79.2952	254.5609	1789.4025	468.4917	480.3584	445.7182	634.6819	570.1638	204.7937	272.9723	195.8626	288.0022	667.2808	243.0292	232.0968	325.7585	695.9683	654.7013	272.6119	653.6333	866.4662	205.1539	719.7875	118.0536	632.9492	109.0451	440.625	532.4588	310.2754	757.0965	189.6018	208.402	241.8114	161.0845	151.2605	773.2014	249.888	196.8788	537.2156	470.1398	253.1361	544.8141	117.3334	379.0152	275.2955	558.2274	522.7384	116.2201	398.3496	995.1249	321.9618
SLC32A1|140679	0	0	0.5981	0	0.6177	0	0	0	0.589	0	0	0	0.3211	0	0	2.5433	0	0	0	0.5187	3.0396	0	0	0.6549	0	0.6629	0.6855	0	0	0.2549	0	0	1.0855	0.7566	0	0	0	0	0.6807	1.4335	0	0.4615	0	1.7301	0	0.4467	0	1.2571	0.9019	2.5826	0	0	1.1998	0	0	0	0	0.3276	0	0	0	0	3.4221	0	0.6347	1.5471	0.4455	0	0.2656	0	0	0.9455	0	0	0	2.0276	0	0	0	0.638	0	0.6452	0.8957	0.6002	0.7713	0.4235	0	0.3914	0	0.339	0.2883	1.0306	0	0	0.7502	0	0
SLC33A1|9197	505.3169	689.5917	1146.8301	979.3337	631.2539	525.1104	409.2664	846.5426	760.3936	379.4656	665.0922	593.5201	578.0347	786.2736	448.346	536.6396	1249.6029	592.0909	602.5224	475.6224	583.2933	1266.8299	567.0763	797.6424	422.9751	1252.1336	953.8172	1012.1408	1030.9984	697.7248	446.7231	846.5142	1680.3256	944.9727	885.3098	918.736	462.4639	2057.9535	919.3329	510.3333	1183.3083	673.3587	550.4673	942.9066	798.925	1324.0995	373.4704	730.684	645.3213	642.0455	1097.8635	590.6225	887.8349	559.1855	467.6632	372.4246	575.8786	1042.5745	644.8047	755.3866	440.2772	606.0095	652.7644	626.1273	738.1784	735.6276	621.4501	645.917	460.8234	672.0415	529.236	484.7148	667.5	694.8973	1127.9382	952.9603	542.7565	686.1614	1411.0061	719.2982	688.7755	917.7331	1574.7873	1502.401	548.0139	611.1817	713.724	495.499	1424.2216	635.6471	531.5653	1609.069	653.9135	1363.1427	613.6534	511.883	399.4339
SLC34A1|6569	4.7639	0	0.5981	0	1.5442	0.3607	0	0	0.2945	0	0	0.9391	0.6423	0	0	0.3179	0	0.5999	0	0.5187	0.304	0	0	0	0.5294	0	0.3427	0.8094	0	0	0.8917	0	0.2714	0	0	0	0	0.6842	0	0	0	0	0	0	0.7678	0	0	0	0	1.0331	1.0338	0.4586	0	0	0.6113	0	0	1.9659	0	0	0	0	0	4.6433	0.3174	0	0	1.3387	0	0.2879	0	0	0	0	0	0	0.427	0	0.5862	0	0.9004	0.2151	0	0	0.3857	0.6353	0.9986	0	0	0	0	0	0	0	0	0	0
SLC34A2|10568	96.6397	4644.5083	574.4617	3192.1653	55.5899	1133.8923	2875.2896	149.4681	3006.529	0.3002	26308.036	467.3658	16080.9249	639.7973	1506.9303	278.1752	887.8534	627.7843	153.3767	2510.8921	492.4102	830.1714	2715.9541	168.3039	273.1604	16544.867	4.1128	17942.9381	26132.8502	843.031	4715.5595	1795.536	16996.2008	1107.2599	157.9426	953.285	2790.1829	1194.2014	2972.4302	262.8121	2617.1355	2511.5957	77.1028	4726.8908	1612.4388	6685.2729	0.4895	544.9489	2597.0688	1193.6983	2152.9979	349.4211	2747.089	100.2213	64.1891	378.3361	2902.4564	4466.4915	8200.0737	1645.7541	742.4922	1927.2466	1197.3051	221.0912	6032.3707	1412.08	220.5145	2056.8942	38.5126	89.8359	207.4264	53.8922	9466.25	4177.8721	1524.5131	3321.9789	1854.5959	820.4283	3214.1863	275.5981	3013.2053	3374.1263	4542.3197	4093.6375	3807.5588	1251.5883	1116.3952	20227.7886	33.2535	530.8924	295.7625	2145.3109	9044.636	109.7031	334.5836	10.9689	99.6069
SLC34A3|142680	3.4028	0.9201	0.299	0.3085	0.6177	4.6885	1.9305	0	4.4175	21.9153	2.5531	0.313	0.9634	0.4606	0	1.9075	2.5416	0.5999	25.2238	1.556	0.9119	1.53	2.4373	4.9116	1.0588	1.3257	6.8546	0	0	2.0394	4.0125	6.9808	22.2524	0	0	0.3354	9.6246	2.3946	0	1.4335	1.1452	2.3076	5.6075	1.2358	1.9196	0.4467	21.537	0.9428	4.0586	1.0331	7.581	2.7513	0.3999	9.2076	12.8378	1.0432	0.3548	0.3276	0	1.2674	0	4.5508	0.8555	2.5002	0.3174	2.3206	2.6729	1.004	1.328	1.4397	1.2804	0	2.5	0.3858	0.3358	0	68.325	2.4712	0.8793	1.9139	0	2.5809	0.8957	0.6002	1.5426	2.1177	2.7461	3.9139	0	3.7291	2.8827	0.3435	0	2.1723	0	0.6094	5.366
SLC35A1|10559	652.4509	307.211	415.7805	371.9741	216.7912	956.5594	839.695	1328.0984	377.5316	948.3098	478.5243	718.4098	435.3179	916.5039	498.9836	579.3832	721.6181	965.5851	967.8397	482.4533	553.1621	1086.5483	408.6524	463.7983	555.3044	479.3007	937.2873	392.1489	291.4654	410.8801	1501.77	429.5986	283.8535	391.1536	195.35	734.9217	664.5669	514.0437	407.8829	513.6782	1252.2597	417.6762	795.743	514.5576	470.2716	530.9442	774.3514	804.9309	454.115	463.9463	526.5334	555.1806	248.3538	837.1102	665.7324	920.6572	551.6441	1006.3367	335.5969	803.9607	321.2393	730.0177	373.5772	374.0513	580.8632	357.3866	465.9494	406.8139	882.0186	651.598	609.0482	462.1746	876.4813	631.4382	551.0678	371.9505	391.5875	324.9588	641.9198	378.7911	689.976	399.3978	982.9915	582.2329	406.6564	729.2291	1187.3432	1057.9178	1621.9689	388.3549	495.3502	233.2532	267.6757	862.042	703.6759	524.6801	1237.2087
SLC35A2|7355	576.4356	956.8718	1680.9211	1385.256	598.8264	1533.8563	1539.3822	724.2021	628.753	743.9207	1387.3747	1311.0033	691.0726	1843.3901	1754.9436	923.8595	518.9029	1575.0098	1135.476	950.2075	931.9319	1256.12	2466.1318	688.2777	1263.6316	1697.2409	1299.6316	1522.4605	1332.1256	802.2433	2256.7989	1245.1548	2048.0326	702.866	2066.2424	1689.8838	1078.4408	1002.2945	1190.2655	1456.9347	927.6358	755.0479	881.7757	981.9575	968.2311	1633.2347	1121.3901	998.7586	1316.3472	1364.6694	1046.5196	1571.0191	2154.7992	1402.7446	741.5366	1179.5184	915.0898	1010.4651	1329.7716	2441.3815	1883.4081	1169.9244	990.2684	1019.3767	686.7661	1108.4693	711.4378	2989.9598	938.3798	985.6032	809.219	809.6439	855.625	2742.9343	1287.1054	1127.3317	1000.5338	1632.2076	979.2628	1054.2265	1671.0684	1740.6173	1462.1585	1080.4322	1559.9691	1037.9077	1074.7051	610.5675	1102.5011	1336.0454	1120.2076	1151.8379	1079.9524	976.8284	986.4966	2081.6575	1989.7911
SLC35A3|23443	187.4947	321.5641	477.8708	237.1993	503.3972	211.3425	185.3282	621.0106	326.5982	272.891	259.654	218.8136	429.0302	965.9143	306.7825	256.8749	495.6052	132.5756	529.6989	163.3817	179.0306	216.9523	258.3528	349.0504	205.9291	305.9077	450.347	692.8369	537.037	493.7862	324.5653	516.5794	406.7843	576.5166	220.8079	468.2568	134.2637	399.5495	441.7971	122.8049	302.9132	293.0657	111.6822	498.7642	264.5167	255.528	282.4278	296.3592	362.5705	386.8802	305.6513	219.1906	445.9171	427.7999	137.548	242.7193	408.7567	147.769	393.8836	308.3016	345.1556	203.6465	233.9857	563.6218	319.2637	285.8195	256.5987	516.3989	230.8101	113.1587	250.5335	280.1765	131.875	175.5571	456.6823	294.8094	298.4947	154.4481	412.6914	253.2695	299.2197	471.0184	245.1858	280.9124	138.8353	354.9343	550.4587	415.2642	414.7221	315.62	237.5324	352.1127	188.354	389.2107	381.8455	251.0664	613.069
SLC35A4|113829	859.5491	1467.5101	1160.2871	2711.2893	3110.8709	1944.2791	1818.9189	1471.0106	1825.298	4025.8181	4472.0751	2548.7557	1616.2492	2089.8204	2222.1401	1656.0165	2624.5896	2236.9878	1085.4353	3762.4481	1458.3853	1881.5789	1539.9614	2271.1198	3415.0344	2040.2685	966.4982	1178.8749	2006.4412	1533.1082	2283.9947	1263.8927	2260.5156	2108.9764	2228.8609	1981.7058	1277.1896	1574.2523	2095.3029	1901.326	1654.8565	1900.0808	2140.1869	1695.5017	1822.8237	4001.3357	1739.1092	1686.7016	2629.0868	1710.7438	1344.9345	1642.0956	2342.7642	2958.8313	1537.4811	2120.4903	1960.3999	2510.1079	1483.7878	1712.9278	2008.4251	1354.9886	2119.9872	2672.3815	1694.3827	2442.036	1993.5405	983.9357	1661.3546	2749.784	3918.4806	813.7409	2325	2055.7538	1685.6951	2121.249	2110.3875	1707.9901	1275.8848	2852.6316	2239.7959	1618.6687	2442.678	1279.7119	1889.3174	1495.5527	2085.5021	4177.6908	1478.022	2728.0278	1469.876	1534.1807	2235.3024	987.328	1255.0638	2191.3467	1544.0752
SLC35A5|55032	369.5449	351.0063	465.9091	704.1949	490.4262	244.1619	468.7259	897.3404	836.0795	435.9051	276.2494	361.872	801.5414	597.4205	290.8889	656.1755	1124.6426	573.7943	508.9504	324.1701	700.6207	826.4994	277.0387	1086.7714	617.7872	463.6672	538.7713	644.2736	609.5008	539.6724	519.3937	459.2633	1055.9023	952.9169	322.1198	978.1066	412.4158	817.2292	404.3567	566.7184	639.6106	521.9799	336.9159	913.0005	335.1569	412.776	284.3857	527.6639	531.6798	431.8182	684.3556	480.1101	586.2909	611.2439	300.1603	373.8155	980.3774	417.7506	1116.4333	390.3676	659.3287	566.1903	505.1866	773.9977	756.2679	601.8068	802.762	476.573	477.822	683.2709	875.8003	835.4869	467.5	319.0894	1089.3217	460.665	654.6386	246.7051	457.5365	589.4737	301.6206	758.146	621.8092	761.1044	407.2503	557.1792	601.8848	597.2603	425.2659	594.6267	557.7976	593.2669	489.6644	1109.3411	768.192	433.2724	217.6596
SLC35B1|10237	1692.8966	656.4692	926.1364	1358.7292	1017.2946	1465.3323	997.2973	1524.734	772.7625	871.5101	1089.6789	1276.2561	741.8112	1611.2391	888.93	821.491	1034.417	910.6322	525.2238	872.4066	624.9354	869.645	797.8064	732.482	1170.4606	922.3631	682.7178	763.2537	900.5636	1180.5494	930.0045	573.5281	797.2863	1232.8527	2040.7845	799.9946	1188.6429	982.7959	835.6025	1313.1048	1122.0385	852.8903	1601.8692	655.9565	1100.2975	1219.1186	672.5404	956.0175	969.1094	967.9752	849.7588	1276.625	967.4201	1196.6357	983.0098	721.5509	660.3266	1647.0843	817.2439	867.237	1061.5573	1117.9699	903.8605	835.4317	1094.5732	651.6995	773.3601	621.8206	1055.2457	3476.2453	3247.9727	916.798	651.25	1039.0663	626.595	853.2036	1345.1479	975.2883	1063.0908	850.0797	1363.1453	789.1171	786.8339	931.5726	1338.6039	1081.1097	899.2074	1411.3503	1920.3201	1678.4473	1383.6841	1567.5026	940.3686	769.7321	825.9565	1104.2048	880.029
SLC35B2|347734	1981.795	815.1811	1514.055	764.343	733.7863	2480.2092	2242.471	1073.6702	1644.7707	1853.1972	1851.7904	669.5884	1032.7553	5236.7573	2395.121	708.9493	2840.1991	2300.5761	7718.4703	1346.9917	1283.61	4995.104	1450.1879	3687.6228	1641.0799	1756.235	1601.2338	4108.4581	3053.1401	2875.0239	1761.0343	1341.7838	646.6757	2487.2681	2167.0347	1440.6612	1575.0722	4636.8949	789.3125	1916.6169	2101.2096	1443.1753	3404.6729	983.1933	2117.2857	949.7421	888.8889	1975.5182	2304.8478	2738.1198	1757.4087	1522.412	799.8512	1238.7782	1379.148	2086.0645	1783.6978	1472.4481	2477.5239	4134.6641	1302.3509	1563.1859	1287.9906	1121.8859	2219.9302	754.1923	1190.333	2116.8005	7213.0146	1573.5675	893.726	1320.2017	3425	1319.9576	2362.3237	1651.6626	1770.4708	1476.5239	4415.6225	2356.2998	1494.2977	1497.5804	2093.5961	1522.8091	1363.6714	2577.2978	3185.9202	1630.9198	3278.8459	2529.3669	1698.1839	1233.2532	1245.0424	2498.1897	1171.7929	1506.3985	2149.4305
SLC35B3|51000	436.5802	296.7223	522.4282	335.9038	391.5998	782.2559	545.9459	1545.2128	649.6624	648.1537	292.8448	269.5257	635.8382	583.1414	376.2706	475.2821	408.3448	338.9376	594.3857	846.9917	818.556	1039.4737	563.8265	462.3445	268.9254	399.0389	678.6051	400.2428	791.4654	583.0094	782.8801	869.2937	646.133	479.6739	400.5715	469.934	524.0616	686.2125	376.1062	513.6782	848.3287	562.1322	351.8692	1057.0934	623.0924	751.8419	443.4655	818.0518	729.1995	274.7934	556.5127	492.4911	761.8583	808.8535	514.7352	416.2392	601.4259	1025.2092	745.7627	622.3067	519.6358	561.2603	684.4188	563.9789	691.2091	602.1935	577.7926	1079.6519	620.9827	665.9948	477.166	255.9092	435.625	565.2551	763.2639	451.7437	447.9556	333.6079	434.0881	707.496	845.4382	758.5762	423.4214	623.0492	532.9734	571.1563	886.975	751.8591	575.5824	635.9861	716.633	481.2779	483.2177	964.8805	385.5964	317.4893	898.1393
SLC35B4|84912	568.9494	271.8804	346.89	265.5768	341.5689	411.1442	314.2857	797.0745	267.4041	302.3116	388.8428	282.0473	299.9358	286.9645	914.4336	341.1222	231.706	879.138	363.7103	446.5768	773.8743	439.1065	398.497	422.3969	260.9846	313.5305	584.3544	349.2513	332.9308	415.5248	285.778	342.0593	568.2497	475.5127	1062.9952	701.7144	344.0808	275.3744	469.0265	561.94	368.7639	335.064	920.5607	770.6377	296.7655	780.4325	324.0333	223.7622	354.4532	289.7727	516.8849	232.9474	375.9301	424.2585	498.2295	309.1367	795.8691	817.4807	222.9182	308.3016	423.4271	377.713	411.9346	461.1126	516.344	520.1993	769.7962	298.1928	632.9349	321.9119	327.7849	424.5194	347.5	535.1596	477.5017	512.1655	341.6249	613.6738	415.0363	544.8166	463.6855	658.1353	349.3059	373.3493	354.4157	628.1237	258.1289	257.9256	663.7176	615.9844	455.1744	780.4878	336.6267	433.7437	724.6812	513.1018	616.4227
SLC35C1|55343	803.0625	685.9114	1072.3684	859.3461	567.9432	1048.7783	909.2664	348.9362	641.1219	838.4869	896.9171	1564.2511	625.2408	470.2902	561.8185	936.2581	303.2934	681.4744	960.9439	1369.2946	620.68	637.3929	546.3593	630.9758	648.4913	1145.0824	206.3234	605.0182	1407.81	944.4905	3255.4614	990.5392	2154.1384	749.0176	1338.8752	747.3325	1032.7238	528.5137	716.8142	880.1816	1148.0925	913.3495	2204.2056	1132.7237	864.9582	1148.5357	206.0695	480.2087	2482.5254	1899.7934	505.5134	243.4942	1302.5577	608.0567	406.5308	344.6058	547.1379	1201.4836	998.5262	1431.5589	1414.8662	982.2056	1711.4747	1141.1733	882.577	983.9309	924.3791	452.1419	837.4502	438.5258	647.4605	222.8175	1408.75	1712.7424	965.7488	1364.9635	497.9182	1538.3031	1316.6264	347.3684	1745.7983	1633.2939	1052.8437	1076.8307	688.3918	499.5765	475.3167	1360.8611	1064.3813	1081.7866	441.9141	449.6737	841.1464	480.449	862.7157	1624.6191	994.0571
